DBN,School Name,Borough,District,Grade Span,Enrollment,ELA Students Tested,ELA Mean Scale Score,ELA % Proficient,ELA % Level 4,ELA Proficiency Percentile (NYC Schools),Math Students Tested,Math Mean Scale Score,Math % Proficient,Math % Level 4,Math Proficiency Percentile (NYC Schools),Average % Proficient,Average Proficiency Percentile (NYC Schools),% Asian and Pacific Islander,% Black,% Hispanic,% White,% Multi-Racial,% Native American,% Students with Disabilities,% English Language Learners,% Poverty,Economic Need Index
03M859,Special Music School,Manhattan,3,K-12,322,85,481.4,97.6,85.9,99.9,74,500.1,100.0,95.9,99.9,98.8,99.9,20.2,5.9,19.9,33.9,18.6,0.3,16.1,0.9,27.0,33.6
07X359,"Leaders of Excellence, Advocacy and Discovery",Bronx,7,3K-7,245,120,478.7,96.7,79.2,99.6,117,488.7,100.0,69.2,99.9,98.3,99.8,0.4,28.2,67.3,4.1,0.0,0.0,26.1,9.0,77.6,80.0
01M539,"New Explorations into Science, Technology and Math",Manhattan,1,K-12,1656,703,478.9,97.2,77.7,99.7,577,496.0,99.1,83.9,99.7,98.1,99.7,38.9,4.2,10.4,36.3,9.7,0.2,14.9,1.2,24.6,27.2
09X004,P.S./M.S. 004 Crotona Park West,Bronx,9,3K-8,241,141,476.9,97.9,74.5,100.0,143,491.5,97.2,80.4,98.7,97.5,99.4,0.0,41.5,56.8,0.8,0.4,0.4,28.6,9.5,>95%,>95%
13K011,P.S. 011 Purvis J. Behan,Brooklyn,13,PK-5,1039,396,479.0,95.7,77.8,99.4,394,492.3,98.2,78.7,99.5,97.0,99.4,4.9,47.4,14.0,21.4,11.9,0.4,12.2,1.0,26.2,35.2
02M077,P.S. 77 Lower Lab School,Manhattan,2,K-5,364,172,476.3,95.3,70.9,99.2,174,491.9,97.7,72.4,99.4,96.5,99.3,43.1,1.4,7.1,36.0,12.1,0.0,10.4,0.5,9.3,15.0
31R009,Naples Street Elementary School,Staten Island,31,PK-5,306,143,473.1,95.8,61.5,99.5,144,486.3,97.2,63.2,98.8,96.5,99.2,28.8,7.8,17.0,44.4,1.6,0.3,34.0,2.0,53.6,46.6
03M334,The Anderson School,Manhattan,3,K-8,525,356,478.5,94.9,78.7,99.0,294,490.6,96.6,76.2,98.5,95.8,98.8,30.5,3.0,12.2,42.1,12.2,0.0,10.5,0.0,10.1,16.6
31R035,P.S. 35 The Clove Valley School,Staten Island,31,K-5,390,183,475.8,95.1,71.0,99.1,184,487.2,96.2,71.2,98.3,95.6,98.7,15.4,8.7,22.1,47.7,6.2,0.0,22.1,5.9,40.5,39.1
30Q300,The 30th Avenue School (G&T Citywide),Queens,30,K-8,530,358,477.8,93.6,77.7,98.7,304,492.1,97.4,76.6,99.1,95.5,98.9,51.7,3.4,12.1,25.1,7.0,0.6,6.0,4.3,28.5,31.6
04M012,Tag Young Scholars,Manhattan,4,K-8,581,415,477.2,94.2,72.0,98.8,359,487.6,94.4,68.0,97.6,94.3,98.2,47.8,11.0,16.7,16.9,6.7,0.7,7.4,2.2,27.9,35.0
28Q196,P.S. 196 Grand Central Parkway,Queens,28,PK-5,721,285,473.8,91.6,63.2,98.6,294,491.0,96.6,75.9,98.5,94.1,98.6,42.9,1.7,18.2,28.6,8.5,0.3,19.0,7.1,21.6,27.7
02M089,P.S. 89,Manhattan,2,PK-5,343,127,468.6,90.6,50.4,98.3,128,483.9,95.3,59.4,98.0,92.9,98.1,16.6,1.7,12.8,52.8,16.0,0.0,19.5,1.5,7.3,9.6
04M171,P.S. 171 Patrick Henry,Manhattan,4,3K-8,701,305,469.1,87.5,50.8,98.0,302,484.5,97.4,59.6,99.0,92.4,98.5,10.1,22.3,56.8,7.6,2.3,0.6,25.1,2.7,77.2,80.0
31R005,P.S. 005 Huguenot,Staten Island,31,K-5,393,156,470.8,91.0,57.1,98.5,161,483.0,93.8,55.3,97.1,92.4,97.8,10.9,0.8,10.4,75.6,1.8,0.5,23.4,1.8,26.2,25.2
02M290,P.S. 290 Manhattan New School,Manhattan,2,3K-5,467,156,470.0,89.1,57.1,98.2,155,487.1,95.5,65.2,98.2,92.3,98.2,15.6,1.3,10.3,62.5,10.3,0.0,17.6,4.9,11.1,11.3
02M267,"East Side Elementary School, PS 267",Manhattan,2,K-5,374,157,468.9,87.3,52.2,97.8,162,481.2,95.1,50.6,97.8,91.2,97.8,18.2,3.5,13.9,59.6,4.3,0.0,15.0,6.4,18.2,13.6
15K172,P.S. 172 Beacon School of Excellence,Brooklyn,15,PK-5,372,99,470.9,87.9,61.6,98.1,101,484.4,94.1,61.4,97.2,91.0,97.6,9.1,5.4,58.9,21.5,4.8,0.3,29.0,13.4,65.9,64.0
28Q303,The Academy for Excellence through the Arts,Queens,28,PK-5,576,206,468.5,86.4,51.0,97.3,205,485.0,93.2,59.5,96.7,89.8,97.0,42.9,2.8,18.2,26.6,9.5,0.0,11.1,2.1,22.9,24.2
03M166,P.S. 166 The Richard Rodgers School of The Arts an,Manhattan,3,K-5,591,295,472.1,86.4,63.7,97.6,298,486.3,93.0,65.8,96.5,89.7,97.1,12.9,3.4,14.4,57.7,11.3,0.3,16.1,3.4,14.7,18.7
26Q094,P.S. 094 David D. Porter,Queens,26,PK-5,353,171,466.2,80.1,46.2,94.8,170,487.4,98.2,66.5,99.6,89.2,97.2,74.2,1.4,12.5,7.9,3.7,0.3,17.8,7.9,46.2,42.1
02M150,P.S. 150,Manhattan,2,3K-5,334,120,470.5,82.5,61.7,96.4,121,486.6,95.0,65.3,97.7,88.8,97.1,31.7,4.2,13.8,38.0,11.4,0.6,12.6,3.0,19.2,19.7
15K107,P.S. 107 John W. Kimball,Brooklyn,15,PK-5,541,231,468.8,86.1,52.8,97.2,235,477.0,91.1,41.7,95.5,88.6,96.4,7.4,1.5,8.9,72.1,10.2,0.0,23.1,0.9,7.9,9.3
20K686,Brooklyn School of Inquiry,Brooklyn,20,K-8,516,354,468.0,85.3,51.1,96.9,296,481.0,91.6,57.8,96.0,88.4,96.5,41.5,5.6,5.8,41.3,5.8,0.0,9.1,6.2,35.1,41.0
31R008,P.S. 8 Shirlee Solomon,Staten Island,31,3K-5,538,253,466.4,80.6,48.6,95.1,257,485.1,95.3,61.1,98.1,88.0,96.6,26.2,2.2,15.6,53.7,1.9,0.4,25.1,4.6,48.0,42.2
02M183,P.S. 183 Robert L. Stevenson,Manhattan,2,PK-5,533,239,466.5,82.0,52.3,95.6,244,481.9,93.4,59.0,96.9,87.7,96.3,20.1,1.5,13.3,57.2,7.9,0.0,15.8,5.8,10.1,11.1
26Q203,P.S. 203 Oakland Gardens,Queens,26,PK-5,829,355,465.5,81.7,48.5,95.4,364,483.5,93.4,60.2,96.8,87.5,96.1,77.7,1.1,12.2,5.3,3.3,0.5,15.4,12.9,42.5,42.5
02M006,P.S. 006 Lillie D. Blake,Manhattan,2,3K-5,673,228,467.3,82.0,52.2,95.8,230,483.3,92.6,60.0,96.4,87.3,96.1,14.6,1.2,10.5,63.6,9.5,0.1,20.7,2.5,10.3,10.6
03M009,P.S. 009 Sarah Anderson,Manhattan,3,PK-5,532,232,467.1,82.8,52.2,96.5,233,482.8,91.8,57.1,96.2,87.3,96.4,9.0,2.8,16.5,60.0,11.3,0.4,22.4,4.1,13.0,16.6
02M158,P.S. 158 Bayard Taylor,Manhattan,2,PK-5,599,243,467.1,86.0,47.7,97.1,249,478.3,88.4,51.4,94.1,87.2,95.6,12.9,2.0,9.8,66.6,8.3,0.2,18.7,4.7,12.2,14.8
13K008,The Emily Warren Roebling School,Brooklyn,13,K-5,641,243,467.8,86.4,49.8,97.4,241,472.6,87.6,33.2,93.6,87.0,95.5,5.3,3.3,9.2,71.6,10.3,0.2,11.4,3.4,10.1,10.6
15K029,P.S. 029 John M. Harrigan,Brooklyn,15,PK-5,705,306,468.1,82.0,54.6,95.9,305,476.2,91.1,41.3,95.6,86.6,95.8,7.5,1.0,12.3,67.2,11.6,0.0,18.9,2.0,12.8,15.1
02M442,"Ballet Tech, NYC Public School for Dance",Manhattan,2,4-8,125,119,469.6,86.6,55.5,97.7,96,480.3,86.5,53.1,92.8,86.5,95.3,27.2,19.2,13.6,30.4,8.8,0.8,8.8,0.8,38.4,43.6
15K321,P.S. 321 William Penn,Brooklyn,15,3K-5,1332,594,465.5,83.2,46.1,96.7,597,476.5,89.6,43.6,94.9,86.4,95.8,8.2,2.7,9.5,65.2,14.0,0.3,18.5,1.1,5.6,6.1
16K040,P.S. 040 George W. Carver,Brooklyn,16,3K-5,492,156,468.6,84.0,60.3,96.8,165,481.3,87.9,58.2,93.9,85.9,95.3,3.7,61.0,25.6,5.9,2.6,1.2,22.0,11.4,89.0,83.8
01M184,P.S. 184m Shuang Wen,Manhattan,1,3K-8,787,454,464.3,77.5,47.1,93.2,379,484.7,94.2,64.6,97.3,85.9,95.3,59.3,2.9,16.0,11.1,10.2,0.3,12.1,6.7,50.4,52.8
10X024,P.S. 024 Spuyten Duyvil,Bronx,10,K-5,758,270,464.6,82.2,40.4,96.0,277,477.3,89.2,46.6,94.8,85.7,95.4,5.0,9.1,45.0,35.2,5.3,0.4,21.4,4.2,34.6,32.7
26Q041,P.S. 041 Crocheron,Queens,26,PK-5,499,189,466.6,79.4,54.0,94.5,188,485.5,91.5,64.4,95.9,85.4,95.2,62.1,0.6,20.8,14.2,1.6,0.6,20.4,12.6,44.1,43.0
28Q101,P.S. 101 School in the Gardens,Queens,28,PK-5,604,257,466.6,80.2,49.8,94.9,258,478.8,90.7,47.7,95.4,85.4,95.1,26.0,1.7,17.2,40.1,14.9,0.2,22.0,4.3,22.2,22.1
26Q098,P.S. 098 The Douglaston School,Queens,26,PK-5,256,103,463.9,77.7,42.7,93.3,108,480.9,92.6,43.5,96.3,85.1,94.8,38.7,3.9,20.7,32.0,3.9,0.4,18.8,10.2,28.5,32.0
16K005,P.S. 005 Dr. Ronald McNair,Brooklyn,16,3K-5,232,43,462.5,72.1,41.9,89.4,42,479.5,97.6,45.2,99.2,84.9,94.3,4.7,57.3,21.6,11.2,4.7,0.4,23.7,7.8,78.4,74.1
02M040,P.S. 040 Augustus Saint-Gaudens,Manhattan,2,PK-5,499,248,465.4,82.3,43.5,96.2,252,477.4,86.1,48.8,92.3,84.2,94.2,12.6,3.0,14.6,55.5,13.6,0.4,20.8,2.4,15.0,20.0
02M059,P.S. 059 Beekman Hill International,Manhattan,2,3K-5,520,205,464.0,79.0,45.9,94.0,213,476.0,88.7,44.6,94.5,83.9,94.3,23.1,2.3,9.4,60.6,3.8,0.6,15.0,4.2,11.5,14.1
14K031,P.S. 031 Samuel F. Dupont,Brooklyn,14,PK-5,664,205,466.0,79.0,44.9,94.0,210,479.1,88.6,48.1,94.4,83.8,94.2,9.5,6.6,31.3,46.2,6.2,0.2,17.0,5.9,45.0,49.0
15K039,P.S. 039 Henry Bristow,Brooklyn,15,K-5,373,162,465.8,77.8,48.8,93.5,164,478.8,89.6,50.0,95.0,83.7,94.2,10.2,5.1,9.9,61.4,13.1,0.0,19.6,1.9,14.7,15.7
25Q079,P.S. 079 Francis Lewis,Queens,25,PK-5,1093,401,460.9,75.8,33.7,91.8,430,481.3,91.2,56.0,95.8,83.5,93.8,62.3,1.6,22.8,12.4,0.5,0.5,19.5,18.8,74.1,60.4
02M041,P.S. 041 Greenwich Village,Manhattan,2,3K-5,473,190,462.7,76.3,40.5,92.2,191,476.1,90.6,41.4,95.3,83.4,93.7,6.6,1.3,10.8,68.5,12.1,0.2,19.0,1.3,7.8,10.1
32K376,P.S. 376,Brooklyn,32,K-5,465,139,464.4,79.1,42.4,94.2,147,475.8,86.4,41.5,92.7,82.8,93.5,1.7,7.1,81.3,8.6,1.1,0.2,22.2,21.7,75.5,76.3
26Q376,P.S. 376,Queens,26,3K-5,535,247,463.2,76.1,42.1,92.1,256,481.9,89.1,55.1,94.6,82.6,93.3,74.4,2.8,13.1,6.5,2.4,0.7,10.3,14.4,56.6,51.0
28Q121,P.S. 121 Queens,Queens,28,PK-5,684,234,461.1,76.5,34.2,92.4,236,476.5,88.6,44.5,94.2,82.5,93.3,47.1,13.9,15.2,0.9,3.4,19.6,17.0,5.0,72.5,64.8
02M234,P.S. 234 Independence School,Manhattan,2,K-5,482,203,467.8,80.3,56.2,95.0,202,475.6,84.7,46.5,91.3,82.5,93.1,10.8,1.2,12.4,66.0,9.1,0.2,19.7,1.5,6.0,9.4
26Q188,P.S. 188 Kingsbury,Queens,26,PK-5,619,285,464.3,76.8,47.7,92.8,286,481.9,87.8,58.0,93.7,82.3,93.3,64.3,2.1,9.4,20.5,3.1,0.6,11.0,11.6,39.4,34.7
14K034,P.S. 034 Oliver H. Perry,Brooklyn,14,PK-5,450,164,464.4,79.3,45.7,94.4,163,475.0,85.3,42.9,91.4,82.3,92.9,4.0,2.4,15.3,68.0,10.0,0.0,17.6,4.7,21.6,25.0
11X096,P.S. 096 Richard Rodgers,Bronx,11,3K-5,903,290,465.2,80.7,46.9,95.3,286,471.1,83.2,35.3,89.4,82.0,92.3,2.9,20.8,60.4,14.4,1.1,0.3,24.1,10.5,92.6,90.3
21K101,P.S. 101 The Verrazano,Brooklyn,21,PK-5,1118,452,462.2,75.4,38.7,91.5,451,479.3,88.0,50.6,94.0,81.7,92.8,55.4,1.1,16.9,24.9,1.1,0.7,22.9,18.7,73.8,67.8
26Q205,P.S. 205 Alexander Graham Bell,Queens,26,PK-5,241,90,461.1,78.9,38.9,93.9,89,474.1,84.3,38.2,90.5,81.6,92.2,49.8,4.1,23.2,17.0,4.6,1.2,20.7,10.4,42.3,36.1
15K010,"Magnet School of Math, Science and Design Technolo",Brooklyn,15,PK-5,862,381,464.9,79.8,47.0,94.6,386,471.1,83.2,35.8,89.1,81.5,91.9,9.6,5.3,22.0,50.6,12.3,0.1,23.1,2.8,18.1,23.7
16K628,Brooklyn Brownstone School,Brooklyn,16,3K-5,356,102,467.2,82.4,54.9,96.3,103,469.9,79.6,32.0,83.5,81.0,89.9,4.5,46.6,13.8,27.0,7.3,0.6,13.5,0.6,79.5,50.1
23K165,P.S. 165 Ida Posner,Brooklyn,23,3K-5,185,41,465.6,78.0,48.8,93.7,43,475.8,83.7,48.8,90.0,80.9,91.9,0.0,80.5,13.5,2.7,0.5,2.2,20.5,4.9,87.6,92.5
02M397,Spruce Street School,Manhattan,2,PK-8,424,255,463.9,77.3,47.1,93.1,212,475.4,84.4,44.8,90.8,80.8,91.9,21.5,6.1,13.7,46.9,11.1,0.5,19.8,3.8,16.5,19.9
19K149,P.S. 149 Danny Kaye,Brooklyn,19,3K-5,545,248,464.3,77.0,49.6,93.0,253,475.0,84.6,44.7,91.0,80.8,92.0,5.1,46.8,43.1,2.9,1.1,0.9,25.0,11.7,>95%,87.4
22K134,P.S. K134,Brooklyn,22,K-5,486,224,460.7,73.2,36.6,90.3,224,478.8,87.5,50.0,93.5,80.4,91.9,47.9,4.7,6.2,37.4,2.3,1.4,15.2,9.9,91.2,81.4
05M125,P.S. 125 Ralph Bunche,Manhattan,5,PK-5,271,66,466.8,81.8,51.5,95.5,66,475.1,78.8,48.5,82.1,80.3,88.8,11.8,27.7,31.4,21.0,7.4,0.4,24.4,6.3,58.3,63.0
02M124,P.S. 124 Yung Wing,Manhattan,2,3K-5,440,209,462.3,74.2,40.7,91.0,212,474.4,85.8,43.4,91.9,80.0,91.5,83.6,1.1,5.2,3.4,6.4,0.0,23.6,12.3,52.5,53.2
03M087,P.S. 087 William Sherman,Manhattan,3,PK-5,764,347,463.5,77.8,42.4,93.6,347,473.9,82.1,41.8,87.6,80.0,90.6,8.4,2.1,16.4,62.6,10.3,0.3,17.8,4.2,9.7,12.8
03M199,P.S. 199 Jesse Isidor Straus,Manhattan,3,K-5,535,255,464.3,76.5,45.9,92.3,254,475.7,83.5,46.9,89.8,80.0,91.0,20.4,3.6,14.4,55.1,6.2,0.4,21.3,5.2,19.3,25.4
20K163,P.S. 163 Bath Beach,Brooklyn,20,K-8,592,302,462.7,74.2,42.1,91.2,291,478.0,85.6,51.5,91.7,79.9,91.4,33.1,2.2,38.9,25.2,0.5,0.2,26.0,26.9,83.1,77.1
15K154,The Windsor Terrace School,Brooklyn,15,K-5,407,205,462.2,75.6,40.5,91.7,206,471.5,84.0,37.4,90.4,79.8,91.0,8.1,3.9,13.5,66.1,8.4,0.0,20.6,1.0,14.5,19.2
28Q174,P.S. 174 William Sidney Mount,Queens,28,K-5,581,246,463.1,73.2,45.1,90.0,243,477.9,86.0,51.0,92.2,79.6,91.1,35.6,4.3,24.1,29.4,5.7,0.9,17.0,9.1,42.9,42.8
02M340,Sixth Avenue Elementary School,Manhattan,2,PK-5,296,100,463.4,76.0,46.0,91.9,103,473.7,82.5,43.7,88.2,79.3,90.1,11.5,4.1,20.6,48.6,14.5,0.0,21.6,5.1,18.9,25.9
02M281,The River School,Manhattan,2,PK-5,494,168,463.5,73.8,50.0,90.9,180,476.0,84.4,48.9,90.9,79.1,90.9,33.2,6.9,15.6,38.9,4.5,1.0,14.2,12.3,18.6,20.2
28Q144,P.S. 144 Col Jeromus Remsen,Queens,28,PK-5,764,328,461.8,73.8,41.5,90.8,329,475.1,83.9,44.7,90.3,78.8,90.5,36.1,3.7,22.0,27.4,10.3,0.5,17.1,4.1,22.1,29.3
28Q040,P.S. 040 Samuel Huntington,Queens,28,3K-5,400,111,456.5,70.3,23.4,87.8,118,471.8,87.3,36.4,93.2,78.8,90.5,23.0,32.5,41.2,0.2,0.7,2.3,26.2,25.0,>95%,88.1
19K108,P.S. 108 Sal Abbracciamento,Brooklyn,19,3K-5,623,269,464.2,75.1,50.2,91.3,272,474.8,82.0,48.9,87.1,78.5,89.2,2.9,8.3,81.7,2.9,1.1,3.0,27.3,20.7,90.2,88.8
25Q499,"The Queens College School for Math, Science and Te",Queens,25,PK-8,503,318,463.2,76.7,40.9,92.7,263,470.5,80.2,36.1,84.6,78.5,88.7,54.5,11.9,20.1,7.2,5.4,1.0,17.5,3.6,51.5,47.1
03M243,M.S. 243 Center School,Manhattan,3,5-8,247,240,463.0,76.7,40.0,92.6,185,468.1,80.0,34.6,84.1,78.3,88.3,10.5,10.5,16.6,54.7,7.3,0.0,28.7,1.2,18.2,23.3
31R050,P.S. 050 Frank Hankinson,Staten Island,31,3K-5,702,340,460.2,70.0,35.0,87.6,339,477.8,86.1,49.3,92.4,78.1,90.0,33.6,1.0,16.0,47.0,2.1,0.1,23.8,4.6,49.3,50.7
11X108,P.S. 108 Philip J. Abinanti,Bronx,11,3K-7,846,360,460.0,70.0,35.8,87.6,370,475.2,85.9,42.7,92.1,78.0,89.9,14.9,4.4,34.5,44.1,1.5,0.6,19.4,18.8,79.7,63.7
30Q078,P.S./I.S. 78Q,Queens,30,PK-8,866,491,460.6,73.3,42.6,90.4,420,474.7,82.4,51.0,87.8,77.9,89.1,30.8,5.2,20.6,35.0,7.6,0.7,11.7,9.7,25.5,25.2
18K276,P.S. 276 Louis Marshall,Brooklyn,18,3K-5,567,118,455.9,61.0,28.0,75.8,124,486.6,94.4,65.3,97.4,77.7,86.6,3.9,72.5,7.9,12.3,0.9,2.5,22.6,14.5,87.1,83.5
25Q130,P.S. 130,Queens,25,PK-5,387,175,458.4,69.1,35.4,86.4,181,474.6,86.2,40.3,92.6,77.7,89.5,66.9,1.3,17.3,10.3,3.6,0.5,16.3,15.0,55.8,52.2
17K241,P.S. 241 Emma L. Johnston,Brooklyn,17,3K-5,376,122,462.3,73.8,43.4,90.7,123,473.3,81.3,43.1,86.0,77.5,88.3,1.9,64.6,12.5,14.6,6.1,0.0,17.8,6.6,72.6,74.1
20K185,P.S. 185 Walter Kassenbrock,Brooklyn,20,K-5,570,277,460.5,73.6,40.8,90.5,276,470.1,81.2,35.9,85.8,77.4,88.2,12.1,1.4,19.5,61.4,5.4,0.2,21.1,3.9,36.5,39.2
16K021,P.S. 021 Crispus Attucks,Brooklyn,16,3K-5,425,165,462.2,72.1,41.8,89.5,167,473.4,82.0,42.5,87.3,77.1,88.4,0.2,82.1,14.1,1.4,0.7,1.4,24.0,2.4,84.2,84.7
02M527,P.S. 527 - East Side School for Social Action,Manhattan,2,K-5,346,160,460.1,69.4,35.6,86.6,167,476.9,84.4,51.5,90.7,76.9,88.6,11.0,5.5,19.1,53.8,10.4,0.3,27.5,4.6,21.4,24.4
02M276,Battery Park City School,Manhattan,2,3K-8,705,440,461.7,73.2,42.0,90.1,371,472.4,80.3,42.9,84.9,76.8,87.5,21.8,3.5,22.8,42.1,9.5,0.1,19.9,6.7,19.1,19.3
20K127,P.S. 127 McKinley Park,Brooklyn,20,K-5,657,303,460.0,71.0,35.6,88.2,301,473.6,82.4,43.2,88.0,76.7,88.1,38.5,0.8,24.2,33.5,2.4,0.6,26.9,21.9,74.1,60.3
15K118,The Maurice Sendak Community School,Brooklyn,15,K-5,215,72,461.8,72.2,43.1,89.7,73,472.1,80.8,45.2,85.4,76.5,87.5,8.4,4.2,18.6,56.7,12.1,0.0,20.5,7.9,20.9,19.1
31R062,The Kathleen Grimm School for Leadership and Susta,Staten Island,31,PK-5,417,208,458.3,71.2,29.8,88.6,209,468.9,81.8,31.6,86.8,76.5,87.7,13.2,1.7,11.0,72.2,1.4,0.5,26.6,3.8,39.8,35.3
31R023,P.S. 023 Richmondtown,Staten Island,31,PK-5,630,314,456.8,69.4,27.4,86.8,310,471.6,83.2,35.8,89.5,76.3,88.2,24.0,1.3,12.9,58.7,2.9,0.3,29.8,10.5,40.0,36.9
31R056,P.S. 56 The Louis Desario School,Staten Island,31,3K-5,645,239,457.9,72.4,27.6,89.9,243,468.9,80.2,32.5,84.8,76.3,87.3,17.7,1.2,12.4,67.0,1.6,0.2,30.7,5.7,41.4,30.5
02M011,P.S. 011: The Sarah J. Garnet Elementary School,Manhattan,2,PK-5,629,306,462.0,72.2,44.8,89.7,306,474.8,80.4,45.4,85.0,76.3,87.4,19.1,7.6,23.4,43.2,5.4,0.8,17.5,5.9,31.8,39.4
24Q007,P.S. 007 Louis F. Simeone,Queens,24,3K-5,1162,441,459.6,69.8,35.1,87.5,472,474.2,82.6,45.3,88.3,76.2,87.9,58.8,1.2,34.9,2.3,0.9,1.9,15.1,32.0,82.1,75.3
02M198,P.S. 198 Isidor E. Ida Straus,Manhattan,2,3K-5,440,188,461.0,71.3,38.3,88.7,195,473.2,81.0,44.1,85.5,76.2,87.1,16.8,7.3,24.1,46.8,3.0,1.8,23.2,8.6,33.4,36.8
02M151,Yorkville Community School,Manhattan,2,PK-5,340,129,459.2,69.0,36.4,86.3,129,470.7,82.9,36.4,88.6,76.0,87.5,8.2,8.8,21.8,51.8,8.2,0.6,24.1,2.1,27.6,31.9
10X081,P.S. 081 Robert J. Christen,Bronx,10,K-5,703,270,460.5,69.6,37.4,87.1,272,471.9,82.0,34.9,87.1,75.8,87.1,4.8,7.1,48.2,33.6,5.7,0.4,23.8,6.5,38.5,37.7
16K335,P.S. 335 Granville T. Woods,Brooklyn,16,3K-5,180,57,459.2,71.9,40.4,89.1,59,461.8,79.7,22.0,83.6,75.8,86.4,1.1,78.3,19.4,1.1,0.0,0.0,34.4,6.7,>95%,>95%
17K249,P.S. 249 The Caton,Brooklyn,17,PK-5,661,298,456.3,64.8,24.8,82.2,300,474.9,86.7,42.7,93.0,75.7,87.6,7.0,39.3,43.4,7.3,2.0,0.9,23.6,17.1,79.0,75.8
26Q115,The James J. Ambrose School,Queens,26,PK-5,661,299,462.6,71.6,46.5,88.9,302,471.5,79.1,40.1,82.7,75.4,85.8,70.7,5.1,13.5,6.7,3.0,0.9,13.5,9.7,44.0,42.0
29Q360,P.S. 360,Queens,29,PK-5,244,102,456.1,66.7,26.5,84.0,99,471.0,83.8,38.4,90.1,75.3,87.1,8.2,80.3,7.0,0.0,2.5,2.0,16.4,0.4,54.9,46.5
30Q122,P.S. 122 Mamie Fay,Queens,30,PK-8,1108,651,466.4,75.1,54.8,91.4,563,472.7,75.1,46.4,77.6,75.1,84.5,21.7,1.5,18.8,52.3,4.7,0.2,14.9,9.4,45.2,44.9
22K222,P.S. 222 Katherine R. Snyder,Brooklyn,22,K-5,669,300,460.1,67.0,37.0,84.6,312,473.6,83.0,41.0,88.9,75.0,86.7,36.8,14.1,17.9,27.1,3.0,1.0,26.6,12.6,56.1,52.9
19K328,P.S. 328 Phyllis Wheatley,Brooklyn,19,3K-5,261,82,459.4,69.5,50.0,86.9,82,473.3,80.5,43.9,85.3,75.0,86.1,1.5,42.5,52.9,2.3,0.0,0.8,22.6,19.9,>95%,>95%
21K090,P.S. 90 Edna Cohen School,Brooklyn,21,3K-5,482,159,455.0,64.8,25.2,82.3,156,470.2,84.6,32.1,91.2,74.7,86.7,17.0,24.9,40.0,16.4,1.2,0.4,26.1,20.3,93.8,91.8
25Q209,P.S. 209 Clearview Gardens,Queens,25,PK-5,448,210,457.6,63.8,33.8,80.9,211,472.9,85.3,37.4,91.5,74.6,86.2,54.7,0.9,20.8,21.0,2.7,0.0,17.0,7.4,42.6,40.3
18K208,P.S. 208 Elsa Ebeling,Brooklyn,18,3K-5,350,108,456.2,67.6,22.2,85.5,113,470.8,81.4,34.5,86.4,74.5,86.0,8.3,73.7,10.0,3.7,2.6,1.7,21.4,13.4,83.1,80.3
15K058,P.S. 058 The Carroll,Brooklyn,15,PK-5,752,320,459.5,69.4,33.1,86.6,323,466.4,79.6,26.9,83.4,74.5,85.0,4.4,3.1,11.6,68.8,12.2,0.0,16.6,3.1,8.2,11.8
26Q221,P.S. 221 The North Hills School,Queens,26,3K-5,500,224,459.2,71.0,33.5,88.3,231,469.0,77.9,30.7,81.2,74.5,84.8,65.0,1.6,17.2,14.4,1.2,0.6,20.2,11.2,39.2,34.3
25Q169,P.S. 169 Bay Terrace,Queens,25,PK-5,434,205,455.3,61.0,28.3,75.5,207,477.4,87.0,51.7,93.1,74.0,84.3,39.6,3.9,25.6,25.6,5.1,0.2,20.3,7.6,30.9,29.4
31R003,P.S. 003 The Margaret Gioiosa School,Staten Island,31,PK-5,637,300,457.0,64.7,29.3,81.9,303,476.3,83.2,44.9,89.2,73.9,85.6,13.7,1.7,12.6,70.0,1.9,0.0,26.2,3.3,34.9,35.8
02M126,P.S. 126 Jacob August Riis,Manhattan,2,3K-8,539,447,458.2,68.0,36.7,85.9,338,473.0,79.3,43.2,83.0,73.6,84.4,51.2,14.3,20.6,9.6,3.9,0.4,23.6,7.8,74.6,74.3
26Q191,P.S. 191 Mayflower,Queens,26,PK-5,328,106,457.5,69.8,26.4,87.3,106,466.8,77.4,28.3,80.5,73.6,83.9,67.1,2.4,22.9,4.3,2.4,0.9,19.8,17.1,64.3,59.2
22K195,P.S. 195 Manhattan Beach,Brooklyn,22,PK-5,401,183,458.6,66.7,41.0,84.0,184,472.7,80.4,39.7,85.1,73.6,84.6,5.5,1.2,2.0,90.0,1.2,0.0,17.7,15.0,44.9,41.6
26Q133,P.S. 133 The Bellerose School of Excellence,Queens,26,3K-5,591,259,457.6,67.2,34.0,84.8,267,470.5,79.8,38.2,83.9,73.5,84.3,65.3,2.9,19.8,6.4,3.2,2.4,17.8,8.0,57.9,48.6
02M003,P.S. 003 Charrette School,Manhattan,2,3K-5,542,195,457.7,69.7,30.8,87.2,200,469.2,77.0,39.0,79.9,73.4,83.5,7.9,5.9,18.1,58.7,9.0,0.2,25.1,4.4,22.9,26.2
20K310,The School For Future Leaders,Brooklyn,20,K-5,497,272,454.4,62.9,35.7,79.3,282,480.2,83.7,57.4,89.9,73.3,84.6,82.9,0.8,8.5,6.8,0.8,0.2,15.9,31.8,87.3,82.9
